Name,Symbol,Price Usd,Volume24h,Volume30d,MarketCap,Dominance,YtdPriceChangePercentage,cmcRank,marketPairCount,circulatingSupply,totalSupply
Cosmic Champs,COSG,0.042677833,1072.263024,34624.36302,0,0,55.5385,6017,2,0,270000000
AnchorSwap,ANCHOR,0.003231465,1067.34676,33192.06995,0,0,-49.4397,6018,7,0,225647213
CharityDAO,CHD,0.052778635,1066.327592,31278.70069,0,0,-3.718,6019,3,0,7600000000
Electric Cash,ELCASH,0.801178739,1059.193785,29133.89233,0,0,19.6158,6020,4,0,4134775
Definder Network,DNT,0.056113054,1057.637889,33284.35106,0,0,-6.1407,6021,8,0,21548097
DAOhaus,HAUS,3.464247735,1057.575841,31506.1894,0,0,24.7507,6022,22,0,0
VaporNodes,VPND,0.003692079,1056.444072,31046.44855,0,0,56.5678,6023,3,0,0
TATA Coin,TATA,0.007261309,1048.314973,32755.63543,0,0,16.9761,6024,1,0,9000000
The Flash Currency,TFC,4.81E-05,1043.996663,31068.32783,0,0,59.9586,6025,3,0,8000000000
Juicebox,JBX,0.002507876,1043.104349,29228.41318,0,0,121.7026,6026,7,0,1174274298
Mimas Finance,MIMAS,0.003897818,1041.497974,31793.93071,0,0,-13.8672,6027,8,0,1000000000
Vancat,VANCAT,3.02E-07,1035.636128,33269.35375,0,0,51.2609,6028,3,0,1E+12
Decentral Games Governance (xDG),xDG,0.05073136,1032.499307,30736.732,0,0,116.6045,6029,18,0,280077485
XPROJECT,XPRO,3.27E-11,1032.275249,30142.9523,0,0,25.2142,6030,4,0,3.00E+16
ok.lets.go.,OKLG,4.18E-06,1031.174798,28114.50004,0,0,56.1509,6031,3,0,0
Forever Burn,FBURN,0.301255675,1029.625271,33815.88731,0,0,-28.3841,6032,4,0,908754
Aavegotchi FUD,FUD,0.001211701,1029.135021,32826.1648,0,0,-21.5613,6033,15,0,20000000000
The Standard Token,TST,0.017647129,1026.355797,28835.54766,0,0,-1.8243,6034,5,0,1000000000
Alchemix USD,ALUSD,0.99784731,1021.483357,27583.85869,0,0,2.3668,6035,33,0,3291070.18
POP Network Token,POP,6.19E-05,1017.709542,33208.96939,0,0,-21.9226,6036,9,0,1600000000
Revault Network,REVA,0.05761311,1013.891087,33328.54983,0,0,22.1477,6037,5,0,5456113.45
Planet,AQUA,25.50600074,1013.068826,33311.99227,0,0,-30.764,6038,11,0,99790.06961
Nekocoin,NEKOS,1.22E-10,1011.04559,32847.95223,0,0,59.465,6039,1,0,6.86E+14
Gamma,GAM,0.002057924,1009.998588,32930.20692,0,0,73.1483,6040,2,0,1172914
Matrix Labs,MATRIX,0.004040287,1009.947816,30468.91238,0,0,35.3635,6041,9,0,0
FIFA-Laeeb,LAEEB,7.75E-11,1009.132188,30270.05527,0,0,-88.0048,6042,3,0,1E+15
SB GROUP,SB,0.000630593,1005.360869,28275.86277,0,0,-20.1062,6043,14,0,10000000000
Turtles Token,TRTLS,0.122750473,1002.591408,27077.08237,0,0,586.0592,6044,3,0,30000000
zkNFTex,ZKN,0.097177774,1001.69246,32417.96984,0,0,16.2263,6045,1,0,1000000000
Morpheus Token,MORPH,0.138187393,1001.275928,33024.605,0,0,1465.6966,6046,18,0,0
PMG Coin,PMG,0.000683152,999.6746169,30947.84511,0,0,10.2198,6047,2,0,2000000000
Librium Tech,LIB,0.000317021,998.0146719,29936.75348,0,0,49.1446,6048,2,0,0
Roxe Cash,ROC,0.007031569,996.934903,28797.77964,0,0,-0.5129,6049,3,0,0
Taroverse,TARO,0.000391845,993.8418822,27397.43848,0,0,-53.7839,6050,4,0,2000000000
DEEPMAZE Finance,DPZ,0.000664544,992.8115345,28288.18825,0,0,7.1558,6051,2,0,871919871
Gyro,GYRO,2.849937066,991.2317997,29264.17229,0,0,-9.929,6052,12,0,0
Waves Ducks,EGG,5.354349795,987.2520956,31897.53633,0,0,-71.1227,6053,5,0,989212
Luniverse,LUNI,0.001174159,981.401049,31729.29133,0,0,14.3874,6054,2,0,1000000000
Continuum World,UM,0.003257116,981.3616586,28799.13674,0,0,35.5653,6055,12,0,1000000000
USDi,USDI,1.075486939,980.0942327,31150.52824,0,0,9.4786,6056,2,0,0
BNSD Finance,BNSD,0.001684762,973.682166,37644.9983,0,0,4.065,6057,8,0,11037567.27
MetalSwap,XMT,0.018818093,971.5090213,30244.21984,0,0,25.8202,6058,17,0,2000000000
nSights DeFi Trader,NSI,3.97E-09,971.1055268,28640.1656,0,0,20.7803,6059,2,0,1E+15
Mones,MONES,0.00040922,960.2577261,28382.78854,0,0,-43.7636,6060,2,0,680000000
Magik Finance,MAGIK,0.312000334,955.0103682,30279.38078,0,0,92.5994,6061,6,0,113922
Elysian,ELS,0.004338254,954.7009568,29769.64534,0,0,-16.4232,6062,7,0,0
Pieme,PIE,0.193518336,953.1638458,31961.6358,0,0,-68.4981,6063,3,0,100000000
dexIRA,DEX,0.001927831,952.2659387,30180.63472,0,0,64.9759,6064,2,0,1000000000
Cryptosroom,CROOM,0.000100022,951.5479067,30497.78448,0,0,-98.9053,6065,1,0,4000000000
Bankera V2,BNK,0.264724767,950.9837057,28594.43956,0,0,15.3706,6066,2,0,25000000000
ScarySwap.Io,SCARYSWAP,0.000106024,950.1334839,27886.20992,0,0,112.1127,6067,2,0,100000000
MetaQ,METAQ,0.034007587,942.8643869,26277.42723,0,0,-60.8988,6068,2,0,1000000000
SpiderDAO,SPDR,0.000233052,941.0762314,28977.44441,0,0,67.715,6069,12,0,1000000000
SAFETREES,TREES,1.15E-08,937.7954608,28062.97219,0,0,17.2771,6070,5,0,0
AGX Coin,AGX,0.680555941,936.0533142,28634.56018,0,0,0.3602,6071,3,0,2730584
Blockster,BXR,0.011663922,935.6956067,27913.99777,0,0,26.373,6072,5,0,100000000
random,RND,1.18E-08,930.6937093,29436.81937,0,0,62.5205,6073,7,0,3.78E+13
Baby Saitama Inu,BABYSAITAMA,2.71E-11,929.4592393,27427.23752,0,0,292.2963,6074,6,0,0
RaceX,RACEX,0.000198074,928.9983953,25376.51859,0,0,50.459,6075,5,0,1000000000
Fantom Libero Financial,FLIBERO,3.00E-05,928.6316849,29860.42622,0,0,71.3963,6076,4,0,1500000000
Alien Squid,ALIENSQUID,2.11E-11,925.9758615,26980.77209,0,0,0,6077,1,0,1E+15
Bobcoin,BOBC,0.446547117,924.8838486,137311.9436,0,0,-40.2307,6078,18,0,1000000000
UNIUM,UNM,35.41089998,922.4592887,29663.00577,0,0,3.4114,6079,1,0,100000000
Artik,ARTK,0.000137552,921.8232851,25851.50564,0,0,237.2396,6080,2,0,981432538
Trusted Node,TNODE,0.002252068,915.6898206,27213.14676,0,0,-26.0577,6081,5,0,1055079636
Swapz,SWAPZ,0.00272801,914.7279226,28242.84391,0,0,24.5043,6082,9,0,1000000000
MondayClub,MONDAY,0.106069727,914.2878061,28353.91164,0,0,-26.8495,6083,2,0,650000000
MITA,MITA,0.004208727,914.2119442,28947.1791,0,0,-16.5218,6084,5,0,14451498
Speed Star JOC,JOC,5.74E-05,906.0269009,28009.86672,0,0,13.2214,6085,13,0,0
Hintchain,HINT,0.000697023,905.0116943,29839.61099,0,0,10.237,6086,3,0,0
Wrapped Fuse,WFUSE,0.08246969,903.972393,25072.27175,0,0,40.3267,6087,12,0,314655930.6
GNFT,GNFT,3.469369053,903.1761453,25968.48352,0,0,20.1217,6088,8,0,100000
Atlantis Coin,ATC,0.012919657,901.4558286,25525.43773,0,0,-40.1522,6089,4,0,2E+11
CAKEPAD LaunchPAD,CKP,5.97E-06,895.5846409,25756.45671,0,0,95.2277,6090,3,0,5000000000
DMEX (Decentralized Mining Exchange),DMC,0.006584094,892.0868667,29293.80431,0,0,-8.5822,6091,11,0,100000000
YTizer,YTZ,5.22E-05,890.4886475,28090.94035,0,0,159.745,6092,1,0,0
EAGLE MINING NETWORK,EGON,0.01529407,890.2792756,27283.21475,0,0,-24.5323,6093,2,0,52916581
Moonfarm Finance,MFO,0.009885783,889.7034396,24418.71279,0,0,-10.6858,6094,4,0,100000000
Collector Coin,AGS,0.021795394,887.3068656,28528.92002,0,0,31.2979,6095,6,0,100000000
Safemoon 1996,SM96,0.011146825,885.6798088,25699.55566,0,0,-64.1168,6096,1,0,10000000
Axion,AXN,6.82E-06,885.4615506,28714.23519,0,0,-27.9371,6097,21,0,86862269572
Perp Inu,PERPI,0.146214447,879.5591731,27089.71025,0,0,13.9474,6098,3,0,1000000
NPICK BLOCK,NPICK,0.000736351,878.4021436,30361.24779,0,0,50.3221,6099,2,0,10000000000
TILWIKI,TLW,0.09425174,874.1299934,28837.21488,0,0,-48.5229,6100,2,0,170480
Energyfi,EFT,0.002016418,871.962471,27700.80984,0,0,22.8251,6101,1,0,150000000
1eco,1ECO,0.598075382,865.5247378,25342.86617,0,0,28.9393,6102,2,0,500000000
EverETH,EVERETH,1.40E-09,864.2415347,28176.38187,0,0,24.0797,6103,7,0,4.91237E+14
Astro Token,ABB,0.05027207,863.2352085,26510.98724,0,0,19.2376,6104,1,0,50000000
Saudi Shiba Inu,SAUDISHIB,7.83E-11,862.6011697,25961.70924,0,0,-18.7296,6105,9,0,1E+15
CryptoCoinPay,CCP,0.011002455,860.9238616,25050.90577,0,0,-49.9734,6106,2,0,0
Ulti Arena,ULTI,2.68E-07,859.4565317,24373.40799,0,0,78.705,6107,10,0,0
Green Climate World,WGC,0.165164591,858.7826576,25038.11554,0,0,-36.8776,6108,9,0,1000000000
Simbcoin Swap,SMBSWAP,0.001689848,858.3056177,24583.10913,0,0,-69.7609,6109,9,0,0
DART Inu,DART,8.10E-10,855.4716449,26420.27169,0,0,6.9322,6110,3,0,4.62074E+13
APass,APC,0.272233483,852.2499014,24826.55832,0,0,0,6111,2,0,0
Relaxable,RELAX,2.56E-05,845.7237534,25798.11707,0,0,-39.4455,6112,1,0,1000000000
Gemlink,GLINK,0.006893838,844.4792863,25302.39067,0,0,53.5796,6113,3,0,0
MarX,MARX,0.007910595,840.0439046,24797.20926,0,0,3.0727,6114,4,0,2100000000
Kuwa Oracle,KUOR,4.38E-05,836.4540727,22968.68029,0,0,75.3701,6115,4,0,500000000
Cougar,CGS,0.000273716,834.5711533,27033.63459,0,0,-15.9459,6116,33,0,160121737
AVATA Network,AVAT,0.002485598,832.808666,23505.11568,0,0,4.8219,6117,4,0,7092547
BlockRock,BRO$,0.00118982,828.7986171,24158.38941,0,0,-11.6452,6118,1,0,1000000000
Pizza Game,PIZZA,0.000123002,827.5049405,23180.53059,0,0,73.0879,6119,2,0,3859558540
Soakmont,SKMT,1.01E-05,826.3403054,24933.95902,0,0,-15.3302,6120,3,0,99980709156
StakeWise,RETH2,1679.610178,824.3676079,27003.16666,0,0,41.9261,6121,2,0,0
Burn,BURN,1.84E-05,824.3419892,29385.13993,0,0,65.0284,6122,3,0,2E+11
Liquid CRO,LCRO,0.081865996,823.0021001,22860.78213,0,0,0,6123,2,0,15893117
Peak Token,PKTK,0.080012318,820.6434519,26587.83336,0,0,0,6124,1,0,90000000
ELON BUYS TWITTER,EBT,1.98E-07,820.5080254,27387.43143,0,0,-29.9322,6125,7,0,1E+12
WanSwap,WASP,0.001410796,816.6666953,24963.45798,0,0,-31.4865,6126,8,0,210000000
Monerium EUR emoney,EURe,1.069234181,815.8678022,25078.06876,0,0,-0.1398,6127,8,0,583581
Baby Samo Coin,BABY,2.20E-05,814.6981466,23885.67377,0,0,51.1374,6128,2,0,9724805612
ZOO Crypto World,ZOO,0.000621461,814.4384345,22616.19404,0,0,110.8715,6129,18,0,200000000
Candela Coin,CLA,0.000445006,813.4177024,25300.31211,0,0,0,6130,2,0,250000000
JP3Gvault,JP3G,0.000358691,812.509849,25180.88404,0,0,107.2822,6131,3,0,1000000000
Catgirl AI,CATAI,2.90E-05,812.2071231,23748.08016,0,0,0,6132,1,0,1000000000
VentiSwap Token,VST,0.039350499,810.248812,26371.15644,0,0,5.9141,6133,1,0,100000000
VRES,VRS,0.040128953,809.4160958,25052.7385,0,0,-77.7339,6134,1,0,2500000000
Massive Protocol,MAV,0.445399366,807.0448169,26145.09091,0,0,121.7704,6135,1,0,3000000000
Avaxtars Token,AVXT,0.000266864,806.8559204,25286.91704,0,0,28.388,6136,9,0,300000000
GrapeVine,XGRAPE,0.667961244,805.0302784,25272.26843,0,0,-14.9036,6137,3,0,151237
Parrotly,PBIRB,4.19E-07,804.4106271,24935.37108,0,0,86.4845,6138,2,0,9.74844E+11
NUDES,NUDES,4.51E-10,799.1483113,21884.85648,0,0,23.0437,6139,5,0,1.00E+16
Slam Token,SLAM,0.238787699,797.1952759,25692.66024,0,0,-11.7614,6140,1,0,10000000
METAL FRIENDS,MTLS,2.31E-05,796.3049186,22505.05463,0,0,-45.0543,6141,1,0,1000000000
Glide Finance,GLIDE,0.011494121,794.5857083,22076.6692,0,0,26.7208,6142,7,0,0
TRONPAD,TRONPAD,0.005349695,793.0795629,22530.25845,0,0,82.2791,6143,14,0,179500000
ShibaCorgi,SHICO,8.92E-17,792.0590127,24386.25436,0,0,64.788,6144,11,0,0
Domestic collectors,$DMC,0.010710796,790.9421476,24369.96605,0,0,-35.0851,6145,1,0,512798836
Decentralized Nations,DENA,0.356568218,790.08603,25363.4556,0,0,-63.2165,6146,4,0,0
Liquid Collectibles,LICO,0.001492735,789.9695225,21928.83709,0,0,-7.5758,6147,2,0,13003178
CUBE,ITAMCUBE,0.051184598,789.5867067,23421.86687,0,0,-15.7921,6148,10,0,10000000000
Diviner Protocol,DPT,0.000323059,787.0473429,22209.20703,0,0,35.8226,6149,6,0,1000000000
Wise Token,WISE,0.134761961,785.2053653,24855.7427,0,0,35.63,6150,6,0,342937422
MetaSetGO,MSGO,0.012299899,784.4797184,22498.71123,0,0,220.4238,6151,1,0,100000000
Frog Inu,FGI,1.36E-10,781.3737982,22919.50351,0,0,131.9573,6152,6,0,1E+15
Reach DAO,READ,0.000251384,778.695685,21832.91987,0,0,-53.5394,6153,1,0,200000000
Masterpiece Maker,MAMA,4.37E-06,777.0962441,21728.78714,0,0,9.785,6154,1,0,0
InsureDAO,INSURE,0.005297675,777.094971,24286.97766,0,0,-50.7293,6155,3,0,126000000
Cleeps,CLPS,0.000669216,776.5950544,21647.02015,0,0,10.1983,6156,1,0,100000000
MarbleVerse,RLM,0.001841875,776.1019035,22618.3551,0,0,71.2963,6157,1,0,100000000
Polygon HBD,pHBD,1.011634936,774.219521,24150.54718,0,0,2.5619,6158,3,0,0
ADToken,AD,2.73E-08,774.0673133,21977.44261,0,0,51.3571,6159,2,0,9.83177E+11
SuperStep,SGMT,7.32E-05,770.042236,21707.9166,0,0,61.0037,6160,1,0,6000000000
Atlantis Loans Polygon,ATLX,0.024972482,770.0042227,21385.44134,0,0,103.0277,6161,5,0,6500000
POTENT,PTT,0.001645907,768.6364769,22078.42264,0,0,88.288,6162,2,0,0
xCRX,XCRX,0.019589315,768.1273847,21310.31,0,0,63.444,6163,1,0,0
AngelsCreed,ANGEL,0.000139546,765.6733767,22687.21229,0,0,54.2475,6164,3,0,1000000000
Immutable,DARA,0.021103583,764.9369694,22629.52846,0,0,28.1664,6165,2,0,0
4ART Coin,4ART,0.005251172,758.8142877,25034.93063,0,0,28.1168,6166,3,0,3508500000
TrustNFT,TRUSTNFT,0.000249883,758.3012062,21950.44872,0,0,11.254,6167,12,0,1000000000
Mindfolk Wood,$WOOD,0.001246051,754.9744596,20782.22194,0,0,-68.5331,6168,2,0,22222222
Degis,DEG,0.011459617,754.0538409,23721.81922,0,0,145.7818,6169,3,0,43000000
WHACKD,WHACKD,0.001550326,753.2544176,21516.63724,0,0,-22.5403,6170,5,0,653238665
XR Shiba Inu,XRSHIB,3.98E-10,752.2891841,21075.16209,0,0,-6.742,6171,1,0,1E+15
FitR,FMT,0.003710828,750.6978129,22281.76412,0,0,-40.2259,6172,1,0,0
Exohood,EXO,0.000501181,748.4574514,22325.72689,0,0,-8.3244,6173,12,0,12779147102
Kitty Solana,KITTY,6.93E-05,748.0617757,23531.33583,0,0,24513.3857,6174,1,0,0
Rogue Doge,ROGE,8.51E-13,747.7140707,21293.86496,0,0,87.7832,6175,1,0,1.00E+17
SmarterCoin (SMRTr),SMRTR,9.48E-08,747.6945551,21779.97549,0,0,61.8426,6176,7,0,3099547428
Maximus BASE,BASE,0.054660671,747.4207272,22935.98863,0,0,183.2475,6177,6,0,100033101
Run&Burn,RBT,0.000838739,746.4571151,20215.17067,0,0,57.5741,6178,1,0,0
LakeViewMeta,LVM,0.000411225,744.6962231,24258.11924,0,0,-17.8262,6179,3,0,1000000000
Morphswap,MS,0.011007497,741.6309045,24213.21774,0,0,-63.4943,6180,1,0,100000000
GreenFuel,GREENFUEL,0.002475552,734.3340029,24162.34554,0,0,-8.2166,6181,1,0,21000000
Solge,SOLGE,8.58E-05,731.4795033,19827.53405,0,0,0,6182,2,0,10000000000
Mouse Haunt Token,MHT,0.014994319,729.513497,23260.64284,0,0,-61.8521,6183,6,0,100000000
Foundation,FND,2.66E-06,720.1762461,20164.08969,0,0,-17.4475,6184,1,0,1E+11
PayAccept,PAYT,0.127125986,719.8254922,21976.68034,0,0,-10.0395,6185,7,0,45000000
FOHO Coin,FOHO,0.01536498,718.6638226,23445.92132,0,0,74.2128,6186,3,0,0
Fragmint,FRAG,0.006071781,716.0157493,22528.57432,0,0,38.1879,6187,1,0,990000000
Moonlana,MOLA,4.90E-05,713.787128,22264.10255,0,0,39.1942,6188,3,0,4199465102
Greyhound,GREYHOUND,1.39E-06,710.4064309,20494.79234,0,0,49.5418,6189,1,0,8.88353E+11
Anarchy,ANARCHY,0.013842423,708.5386254,19246.0716,0,0,45.9692,6190,4,0,5000000
AstridDAO Token,ATID,0.003020674,705.7349159,22838.40425,0,0,28.0341,6191,1,0,1000000000
Wallet Defi,WDF,0.506828464,703.4665937,19548.77197,0,0,-10.7313,6192,1,0,0
Meta Apes,SHELL,0.000414712,702.687424,21670.66303,0,0,-30.5942,6193,4,0,0
Envelop,NIFTSY,0.005552486,701.6420846,20696.58648,0,0,64.2801,6194,11,0,500000000
Transhuman Coin,THC,0.000153595,699.5213408,19910.51864,0,0,13.5943,6195,6,0,7000000000
Konstellation Network,DARC,0.001920814,695.1409157,22127.30308,0,0,23.0695,6196,3,0,1000000000
Grom,GR,0.039637328,692.3722181,21551.43271,0,0,-1.6344,6197,5,0,0
BUSDX,BUSDX,0.000388873,691.7658026,20527.26321,0,0,39.4802,6198,2,0,0
PokerFI.Finance,POKERFI,8.08E-05,690.125324,22018.26552,0,0,42.5837,6199,7,0,10000000000
KlayUniverse,KUT,0.014603258,687.8785849,59311.06219,0,0,-65.1616,6200,1,0,2000000000
ZionLabs Token,RASTA,0.037239372,687.4469804,20903.71067,0,0,4.7198,6201,4,0,0
Superpower Squad,ECG,0.009018762,686.4100901,18796.32838,0,0,-2.8933,6202,1,0,40172826.48
Risecoin,RSC,0.001669778,682.1730825,22306.53132,0,0,55.0834,6203,2,0,100000000
BABYOKX,BABYOKX,5.67E-11,677.5395276,19714.87707,0,0,113.3624,6204,4,0,1E+15
YetiSwap,YTS,0.000699379,673.6065212,20288.57198,0,0,68.8071,6205,9,0,0
Speed Star SPEED,SPEED,9.40E-06,672.8833391,19398.93504,0,0,6.8693,6206,5,0,0
MaoRabbit,MAORABBIT,1.00E-10,672.7844487,21001.34076,0,0,-76.0746,6207,1,0,5E+14
TEN Wallet,TENW,4.59E-07,672.432279,18829.5436,0,0,-87.9613,6208,1,0,10000000000
Litecash,CASH,0.000795931,668.3844503,20211.39491,0,0,24.6857,6209,2,0,0
Staked TAROT,XTAROT,0.098566043,668.3480546,19523.36416,0,0,104.5984,6210,5,0,11339675
Teh Golden One,GOLD 1,5.33E-05,666.9023524,21001.00565,0,0,10.5424,6211,2,0,10000000000
HiFi Gaming Society,HIFI,2.73E-06,663.7547133,19250.94115,0,0,-98.4834,6212,2,0,999658667
Vagabond,VGO,0.025405668,662.5562881,20756.11094,0,0,-37.4052,6213,4,0,100000000
Sincere Doge,SDOGE,2.06E-12,661.0503731,19755.66757,0,0,12.6791,6214,5,0,0
Martin Shkreli Inu,MSI,1.58E-06,660.2886222,19819.9297,0,0,91.1661,6215,2,0,1E+12
Jacy,JACY,4.94E-11,656.1087098,19710.33124,0,0,23.3414,6216,1,0,1.00E+17
Mother of Memes,MOM,1.17E-11,653.1820506,18278.53273,0,0,6.7756,6217,6,0,5.13034E+14
ELF Wallet,ELF,0.000129366,652.3473258,21014.73366,0,0,11.7819,6218,2,0,978177412
Vanity,VNY,7.46E-05,651.5602272,18774.50402,0,0,26.6798,6219,1,0,10000000000
SpiceUSD,USDS,0.211778823,649.5083287,21003.08265,0,0,36.2687,6220,21,0,5948226
EYES Protocol,EYES,0.002876811,649.4035288,17757.84669,0,0,26.7876,6221,4,0,10000000000
Matic Launchpad,MATICPAD,0.000162882,644.8966848,17858.23977,0,0,31.358,6222,1,0,5000000000
Yield Yak AVAX,YYAVAX,21.04690893,643.791528,18340.65382,0,0,84.1486,6223,12,0,41305
Lumi Credits,LUMI,0.006189437,640.0739621,18109.29821,0,0,10.4925,6224,4,0,0
CURE Token,CURE,0.000829673,637.3819291,18999.61682,0,0,-20.9856,6225,3,0,0
Historia,HTA,0.002954502,636.7016898,17634.69794,0,0,-56.6552,6226,1,0,2853894
Newsolution2.0,NSTE,0.03515952,634.5498173,19072.89891,0,0,7.5979,6227,10,0,0
Rabona,RA,0.000464493,628.7892043,19616.2931,0,0,-37.8353,6228,1,0,100000000
ABCMETA,META,0.000102284,628.3660798,17402.91231,0,0,-66.3748,6229,14,0,99999999999
FIT Token,FIT,0.004518876,627.2776899,17659.22195,0,0,-34.1476,6230,5,0,0
RunBlox,RUX,0.008335589,621.7792214,17797.73835,0,0,-27.9645,6231,6,0,4000010
Kitten Coin,KITTENS,1.69E-10,620.9806167,19411.62559,0,0,123.1696,6232,2,0,1E+15
Akita Inu,AKTA,0.001069656,619.9548618,20460.70912,0,0,88.5731,6233,3,0,1000000000
Polycat Finance,FISH,0.274728819,618.7984078,17456.37157,0,0,69.2892,6234,35,0,1281150
Fortune,FORTUNE,0.000143691,617.0646951,18312.93972,0,0,-9.3772,6235,2,0,1000000000
ZCore Finance,ZEFI,0.003399818,616.2372661,17126.05095,0,0,0.099,6236,11,0,0
GTI Token,GTI,0.039247922,610.1966917,16928.25678,0,0,6.8113,6237,8,0,200000000
SPACE SIP,SIP,0.000332341,610.1424914,17786.48614,0,0,3.8419,6238,13,0,1000000000
Kinect Finance,KNT,0.056955521,608.5438948,16611.97565,0,0,0,6239,1,0,999952
Babacoin,BBC,4.78E-05,608.4726595,18060.98374,0,0,-39.8045,6240,2,0,21000000000
Vcash,VC,0.005951719,607.2142359,18499.17674,0,0,0,6241,1,0,20000000
Lucky Roo,ROO,7.53E-08,604.3480523,17891.30755,0,0,-4.9687,6242,1,0,1E+13
Pirate X Pirate,PXP,0.000112341,603.9458467,18102.88489,0,0,11.4739,6243,8,0,0
Yobit Token,YO,788.3426115,603.6422723,17413.64994,0,0,39.1479,6244,8,0,17000
Fountain Protocol,FTP,0.000739833,602.6026185,17601.40536,0,0,15.9003,6245,9,0,10000000000
PAW,PAW,1.16E-06,602.2189059,16397.35104,0,0,22.1702,6246,1,0,3.37112E+11
Proton Loan,LOAN,3.71E-05,601.2819877,16607.36453,0,0,65.558,6247,4,0,73776304179
Versatile Finance,$VERSA,0.000535277,598.3648613,19719.80901,0,0,1.7414,6248,3,0,1000000000
DYOR Token,DYOR,3.31E-06,594.7627824,18606.87178,0,0,26.8674,6249,4,0,1E+11
Meme Dollar,PINA,0.320832777,592.7771058,17417.68116,0,0,0,6250,1,0,0
Optical Bitcoin,OBTC,0.029262176,590.9661217,16742.31582,0,0,-3.29,6251,2,0,3662900
Dibs Share,DSHARE,0.94718342,589.4953896,16211.41855,0,0,5.2491,6252,4,0,61403
Magic Manor,MGC,0.01847126,589.1398267,17732.15587,0,0,-33.4945,6253,3,0,0
Charlie Finance,CHT,1.46E-05,586.7470897,17775.73826,0,0,-22.3803,6254,4,0,1E+11
Tenshi,TENSHI,0.001336719,586.692881,18675.29683,0,0,53.6636,6255,5,0,572188249.3
Centaurify,CENT,0.000533743,584.0886503,16641.25497,0,0,21.0909,6256,7,0,0
Wolf Works DAO,WLD,0.006532241,580.659341,17290.62737,0,0,-35.8026,6257,3,0,1918024825
MetaDerby,DBY,0.003369934,579.1655351,18150.23254,0,0,42.1446,6258,1,0,1000000000
BABY DOGE INU,$BABYDOGEINU,5.00E-10,577.9449378,16915.38666,0,0,7.6614,6259,2,0,0
Crypto Birds,XCB,0.005954276,573.4608361,15632.81772,0,0,4.8526,6260,3,0,50000000
Galaxy,GLXY,0.008119852,573.0851838,15679.4465,0,0,-18.5622,6261,2,0,299999998
DeFiHorse,DFH,0.000762597,571.1160925,16876.04286,0,0,-15.4579,6262,3,0,668000000
Shepherd Inu,SINU,0.107461198,570.9862367,17510.73952,0,0,107.374,6263,2,0,1000000
InPoker,INP,0.00067073,567.4009914,16925.5332,0,0,46.2284,6264,2,0,983433308
Mission Helios,HELIOS,6.28E-08,564.6727871,18120.60593,0,0,5.547,6265,5,0,0
Bancor Governance Token,VBNT,0.472655069,564.0450581,17277.90922,0,0,60.3685,6266,4,0,55505930
Tosa Inu,TOS,2.13E-10,563.3938503,15414.55579,0,0,120.3913,6267,1,0,5.99896E+14
SaharaDAO,MNG,0.001067621,559.5457808,15716.70428,0,0,37.0555,6268,4,0,700000
GoldenWspp,GWSPP,0.007391649,556.4810411,16017.73262,0,0,-54.7772,6269,3,0,0
Digihealth,DGH,0.014093144,555.2558571,17896.01898,0,0,81.2016,6270,1,0,100000000
CHRISTMAS SHIBA,XSHIB,1.49E-06,552.5464706,17894.77683,0,0,575.8556,6271,1,0,1.225E+11
Game of Dragons,GOD,0.002144351,552.3888104,16891.20207,0,0,-2.1872,6272,3,0,100000000
Jimizz,JMZ,0.001214776,552.1646393,15489.1843,0,0,0,6273,1,0,8000000000
SpartaCats,PURR,2.70E-07,549.7491136,15093.1082,0,0,103.8095,6274,3,0,1E+12
Clear Water,$CLEAR,4.23E-05,547.4398158,17806.19042,0,0,78.3903,6275,1,0,5000000000
Aircoins,AIRX,2.39E-05,545.1859357,17082.37344,0,0,76.7738,6276,6,0,20000000000
Giveth,GIV,0.017686265,542.7484215,17885.91793,0,0,7.7175,6277,11,0,1000000000
ZoomSwap,ZM,0.002483195,542.6030095,15183.53892,0,0,1.5495,6278,6,0,13858046
Rocket,ROCKET,0.002064622,541.9265749,15530.31132,0,0,90.0925,6279,2,0,523000000
Web2 Inu,WEB2,3.43E-09,541.4593898,15267.12556,0,0,129.1901,6280,1,0,1E+13
TheSolanDAO,SDO,3.79E-06,541.4172605,14206.66582,0,0,-90.9515,6281,1,0,69420000000
PiBridge,PIB,0.022990318,540.012691,16772.87253,0,0,9.4128,6282,2,0,0
BitcoinBR,BTCBR,1.87E-11,539.6590573,17488.98698,0,0,-99.995,6283,127,0,21000000000
HeroVerse,HER,0.000249738,538.6140524,16056.2703,0,0,-31.0721,6284,5,0,1000000000
Walrus,WLRS,0.089210188,538.5427513,16465.66969,0,0,3.8938,6285,4,0,0
Gem Pad,GEMS,0.005809268,535.5363784,16374.57927,0,0,50.3345,6286,2,0,100000000
MetaRare,MTRA,0.066014728,534.8454683,16520.33244,0,0,-15.3396,6287,4,0,300000000
SolanaSail,SAIL,0.009005602,534.3721707,16346.5358,0,0,147.8084,6288,3,0,21000000
Dhabi Coin,DBC,7.49E-05,534.3617389,15832.54097,0,0,8.5696,6289,4,0,0
Meshswap Protocol,MESH,0.063861751,532.0082815,14789.49251,0,0,20.7974,6290,7,0,127550905
